year,bedrooms,property_type,location,avg_rent
2008,1 to 2 bed,Apartment,Dublin 16,1336.89
2008,1 to 2 bed,Apartment,"Dundrum, Dublin 16",1420.07
2008,1 to 2 bed,Apartment,Dublin 18,1361.01
2008,1 to 2 bed,Apartment,"Cabinteely, Dublin 18",1263.41
2008,1 to 2 bed,Apartment,"Carrickmines, Dublin 18",1340.38
2008,1 to 2 bed,Apartment,"Leopardstown, Dublin 18",
2008,1 to 2 bed,Apartment,"Sandyford, Dublin 18",1392.71
2008,1 to 2 bed,Other flats,Dublin,758.27
2008,1 to 2 bed,Other flats,"Shankill, Dublin",
2008,1 to 2 bed,Other flats,"Stillorgan, Dublin",
2008,1 to 2 bed,Other flats,Dublin 2,928.3
2008,1 to 2 bed,Other flats,"Charlemont Street, Dublin 2",
2008,1 to 2 bed,Other flats,Dublin 6,753.78
2008,1 to 2 bed,Other flats,"Milltown, Dublin 6",
2008,1 to 2 bed,Other flats,"Ranelagh, Dublin 6",756.3
2008,1 to 2 bed,Other flats,Dublin 14,
2008,1 to 2 bed,Other flats,"Churchtown, Dublin 14",
2008,1 to 2 bed,Other flats,Dublin 16,
2008,1 to 2 bed,Other flats,"Dundrum, Dublin 16",
2008,1 to 2 bed,Other flats,Dublin 18,
2008,1 to 2 bed,Other flats,"Cabinteely, Dublin 18",
2008,1 to 2 bed,Other flats,"Carrickmines, Dublin 18",
2008,1 to 2 bed,Other flats,"Leopardstown, Dublin 18",
2008,1 to 2 bed,Other flats,"Sandyford, Dublin 18",
2008,1 to 3 bed,All property types,Dublin,1220.36
2008,1 to 3 bed,All property types,"Shankill, Dublin",1299.72
2008,1 to 3 bed,All property types,"Stillorgan, Dublin",1469.15
2008,1 to 3 bed,All property types,Dublin 2,1406.91
2008,1 to 3 bed,All property types,"Charlemont Street, Dublin 2",1506.83
2008,1 to 3 bed,All property types,Dublin 6,1070.23
2008,1 to 3 bed,All property types,"Milltown, Dublin 6",1520.64
2008,1 to 3 bed,All property types,"Ranelagh, Dublin 6",1099.11
2008,1 to 3 bed,All property types,Dublin 14,1447.32
2008,1 to 3 bed,All property types,"Churchtown, Dublin 14",1452.01
2008,1 to 3 bed,All property types,Dublin 16,1359.85
2008,1 to 3 bed,All property types,"Dundrum, Dublin 16",1475.29
2008,1 to 3 bed,All property types,Dublin 18,1416.99
2008,1 to 3 bed,All property types,"Cabinteely, Dublin 18",1332.65
2008,1 to 3 bed,All property types,"Carrickmines, Dublin 18",1448.1
2008,1 to 3 bed,All property types,"Leopardstown, Dublin 18",1502.09
2008,1 to 3 bed,All property types,"Sandyford, Dublin 18",1431.18
2008,1 to 3 bed,Detached house,Dublin,1491.61
2008,1 to 3 bed,Detached house,"Shankill, Dublin",
2008,1 to 3 bed,Detached house,"Stillorgan, Dublin",
2008,1 to 3 bed,Detached house,Dublin 2,
2008,1 to 3 bed,Detached house,"Charlemont Street, Dublin 2",
2008,1 to 3 bed,Detached house,Dublin 6,1686.97
2008,1 to 3 bed,Detached house,"Milltown, Dublin 6",
2008,1 to 3 bed,Detached house,"Ranelagh, Dublin 6",
2008,1 to 3 bed,Detached house,Dublin 14,1557.19
2008,1 to 3 bed,Detached house,"Churchtown, Dublin 14",
2008,1 to 3 bed,Detached house,Dublin 16,
2008,1 to 3 bed,Detached house,"Dundrum, Dublin 16",
2008,1 to 3 bed,Detached house,Dublin 18,
2008,1 to 3 bed,Detached house,"Cabinteely, Dublin 18",
2008,1 to 3 bed,Detached house,"Carrickmines, Dublin 18",
2008,1 to 3 bed,Detached house,"Leopardstown, Dublin 18",
2008,1 to 3 bed,Detached house,"Sandyford, Dublin 18",
2008,1 to 3 bed,Semi detached house,Dublin,1317.88
2008,1 to 3 bed,Semi detached house,"Shankill, Dublin",1415.85
2008,1 to 3 bed,Semi detached house,"Stillorgan, Dublin",1566.29
2008,1 to 3 bed,Semi detached house,Dublin 2,1643.23
2008,1 to 3 bed,Semi detached house,"Charlemont Street, Dublin 2",
2008,1 to 3 bed,Semi detached house,Dublin 6,1436.22
2008,1 to 3 bed,Semi detached house,"Milltown, Dublin 6",
2008,1 to 3 bed,Semi detached house,"Ranelagh, Dublin 6",1499.52
2008,1 to 3 bed,Semi detached house,Dublin 14,1569.85
2008,1 to 3 bed,Semi detached house,"Churchtown, Dublin 14",1588.13
2008,1 to 3 bed,Semi detached house,Dublin 16,1370.34
2008,1 to 3 bed,Semi detached house,"Dundrum, Dublin 16",1569.55
2008,1 to 3 bed,Semi detached house,Dublin 18,1474.55
2008,1 to 3 bed,Semi detached house,"Cabinteely, Dublin 18",1356.36
2008,1 to 3 bed,Semi detached house,"Carrickmines, Dublin 18",
2008,1 to 3 bed,Semi detached house,"Leopardstown, Dublin 18",1499.71
2008,1 to 3 bed,Semi detached house,"Sandyford, Dublin 18",1421.14
2008,1 to 3 bed,Terrace house,Dublin,1317.42
2008,1 to 3 bed,Terrace house,"Shankill, Dublin",
2008,1 to 3 bed,Terrace house,"Stillorgan, Dublin",1521.62
2008,1 to 3 bed,Terrace house,Dublin 2,1594.99
2008,1 to 3 bed,Terrace house,"Charlemont Street, Dublin 2",
2008,1 to 3 bed,Terrace house,Dublin 6,1542.54
2008,1 to 3 bed,Terrace house,"Milltown, Dublin 6",1553.17
2008,1 to 3 bed,Terrace house,"Ranelagh, Dublin 6",1759.08
2008,1 to 3 bed,Terrace house,Dublin 14,1504.31
2008,1 to 3 bed,Terrace house,"Churchtown, Dublin 14",
2008,1 to 3 bed,Terrace house,Dublin 16,1347.99
2008,1 to 3 bed,Terrace house,"Dundrum, Dublin 16",1611.91
2008,1 to 3 bed,Terrace house,Dublin 18,1537.91
2008,1 to 3 bed,Terrace house,"Cabinteely, Dublin 18",
2008,1 to 3 bed,Terrace house,"Carrickmines, Dublin 18",
2008,1 to 3 bed,Terrace house,"Leopardstown, Dublin 18",
2008,1 to 3 bed,Terrace house,"Sandyford, Dublin 18",
2008,1 to 3 bed,Apartment,Dublin,1262.6
2008,1 to 3 bed,Apartment,"Shankill, Dublin",1236.12
2008,1 to 3 bed,Apartment,"Stillorgan, Dublin",1443.59
2008,1 to 3 bed,Apartment,Dublin 2,1443.0
2008,1 to 3 bed,Apartment,"Charlemont Street, Dublin 2",1506.0
2008,1 to 3 bed,Apartment,Dublin 6,1229.06
2008,1 to 3 bed,Apartment,"Milltown, Dublin 6",1502.17
2008,1 to 3 bed,Apartment,"Ranelagh, Dublin 6",1199.42
2008,1 to 3 bed,Apartment,Dublin 14,1403.37
2008,1 to 3 bed,Apartment,"Churchtown, Dublin 14",1307.35
2008,1 to 3 bed,Apartment,Dublin 16,1368.16
2008,1 to 3 bed,Apartment,"Dundrum, Dublin 16",1451.43
2008,1 to 3 bed,Apartment,Dublin 18,1395.29
2008,1 to 3 bed,Apartment,"Cabinteely, Dublin 18",1320.67
2008,1 to 3 bed,Apartment,"Carrickmines, Dublin 18",1392.91
2008,1 to 3 bed,Apartment,"Leopardstown, Dublin 18",
2008,1 to 3 bed,Apartment,"Sandyford, Dublin 18",1428.86
2008,1 to 3 bed,Other flats,Dublin,774.06
2008,1 to 3 bed,Other flats,"Shankill, Dublin",
2008,1 to 3 bed,Other flats,"Stillorgan, Dublin",
2008,1 to 3 bed,Other flats,Dublin 2,930.19
2008,1 to 3 bed,Other flats,"Charlemont Street, Dublin 2",
2008,1 to 3 bed,Other flats,Dublin 6,770.65
2008,1 to 3 bed,Other flats,"Milltown, Dublin 6",
2008,1 to 3 bed,Other flats,"Ranelagh, Dublin 6",758.23
2008,1 to 3 bed,Other flats,Dublin 14,
2008,1 to 3 bed,Other flats,"Churchtown, Dublin 14",
2008,1 to 3 bed,Other flats,Dublin 16,
2008,1 to 3 bed,Other flats,"Dundrum, Dublin 16",
2008,1 to 3 bed,Other flats,Dublin 18,
2008,1 to 3 bed,Other flats,"Cabinteely, Dublin 18",
2008,1 to 3 bed,Other flats,"Carrickmines, Dublin 18",
2008,1 to 3 bed,Other flats,"Leopardstown, Dublin 18",
2008,1 to 3 bed,Other flats,"Sandyford, Dublin 18",
2008,Four plus bed,All property types,Dublin,1784.78
2008,Four plus bed,All property types,"Shankill, Dublin",1587.97
2008,Four plus bed,All property types,"Stillorgan, Dublin",2003.41
2008,Four plus bed,All property types,Dublin 2,
2008,Four plus bed,All property types,"Charlemont Street, Dublin 2",
2008,Four plus bed,All property types,Dublin 6,2103.59
2008,Four plus bed,All property types,"Milltown, Dublin 6",
2008,Four plus bed,All property types,"Ranelagh, Dublin 6",2388.72
2008,Four plus bed,All property types,Dublin 14,1955.4
2008,Four plus bed,All property types,"Churchtown, Dublin 14",2047.25
2008,Four plus bed,All property types,Dublin 16,1723.92
2008,Four plus bed,All property types,"Dundrum, Dublin 16",1827.21
2008,Four plus bed,All property types,Dublin 18,2199.12
2008,Four plus bed,All property types,"Cabinteely, Dublin 18",2028.4
2008,Four plus bed,All property types,"Carrickmines, Dublin 18",
2008,Four plus bed,All property types,"Leopardstown, Dublin 18",1852.47
2008,Four plus bed,All property types,"Sandyford, Dublin 18",1836.09
2008,Four plus bed,Detached house,Dublin,2077.28
2008,Four plus bed,Detached house,"Shankill, Dublin",
2008,Four plus bed,Detached house,"Stillorgan, Dublin",2193.39
2008,Four plus bed,Detached house,Dublin 2,
2008,Four plus bed,Detached house,"Charlemont Street, Dublin 2",
2008,Four plus bed,Detached house,Dublin 6,2115.06
2008,Four plus bed,Detached house,"Milltown, Dublin 6",
2008,Four plus bed,Detached house,"Ranelagh, Dublin 6",
2008,Four plus bed,Detached house,Dublin 14,2251.44
2008,Four plus bed,Detached house,"Churchtown, Dublin 14",
2008,Four plus bed,Detached house,Dublin 16,1942.73
2008,Four plus bed,Detached house,"Dundrum, Dublin 16",
2008,Four plus bed,Detached house,Dublin 18,2509.12
2008,Four plus bed,Detached house,"Cabinteely, Dublin 18",
2008,Four plus bed,Detached house,"Carrickmines, Dublin 18",
2008,Four plus bed,Detached house,"Leopardstown, Dublin 18",
2008,Four plus bed,Detached house,"Sandyford, Dublin 18",
2008,Four plus bed,Semi detached house,Dublin,1736.48
2008,Four plus bed,Semi detached house,"Shankill, Dublin",1486.56
2008,Four plus bed,Semi detached house,"Stillorgan, Dublin",1949.83
2008,Four plus bed,Semi detached house,Dublin 2,
2008,Four plus bed,Semi detached house,"Charlemont Street, Dublin 2",
2008,Four plus bed,Semi detached house,Dublin 6,2206.8
2008,Four plus bed,Semi detached house,"Milltown, Dublin 6",
2008,Four plus bed,Semi detached house,"Ranelagh, Dublin 6",2642.03
2008,Four plus bed,Semi detached house,Dublin 14,1911.35
2008,Four plus bed,Semi detached house,"Churchtown, Dublin 14",
2008,Four plus bed,Semi detached house,Dublin 16,1666.08
2008,Four plus bed,Semi detached house,"Dundrum, Dublin 16",1772.91
2008,Four plus bed,Semi detached house,Dublin 18,2003.3
2008,Four plus bed,Semi detached house,"Cabinteely, Dublin 18",
2008,Four plus bed,Semi detached house,"Carrickmines, Dublin 18",
2008,Four plus bed,Semi detached house,"Leopardstown, Dublin 18",
2008,Four plus bed,Semi detached house,"Sandyford, Dublin 18",1794.56
2008,Four plus bed,Terrace house,Dublin,1778.75
2008,Four plus bed,Terrace house,"Shankill, Dublin",
2008,Four plus bed,Terrace house,"Stillorgan, Dublin",
2008,Four plus bed,Terrace house,Dublin 2,
2008,Four plus bed,Terrace house,"Charlemont Street, Dublin 2",
2008,Four plus bed,Terrace house,Dublin 6,2140.19
2008,Four plus bed,Terrace house,"Milltown, Dublin 6",
2008,Four plus bed,Terrace house,"Ranelagh, Dublin 6",2310.67
2008,Four plus bed,Terrace house,Dublin 14,1838.28
2008,Four plus bed,Terrace house,"Churchtown, Dublin 14",
2008,Four plus bed,Terrace house,Dublin 16,
2008,Four plus bed,Terrace house,"Dundrum, Dublin 16",
2008,Four plus bed,Terrace house,Dublin 18,
2008,Four plus bed,Terrace house,"Cabinteely, Dublin 18",
2008,Four plus bed,Terrace house,"Carrickmines, Dublin 18",
2008,Four plus bed,Terrace house,"Leopardstown, Dublin 18",
2008,Four plus bed,Terrace house,"Sandyford, Dublin 18",
2008,Four plus bed,Apartment,Dublin,1594.72
2008,Four plus bed,Apartment,"Shankill, Dublin",
2008,Four plus bed,Apartment,"Stillorgan, Dublin",
2008,Four plus bed,Apartment,Dublin 2,
2008,Four plus bed,Apartment,"Charlemont Street, Dublin 2",
2008,Four plus bed,Apartment,Dublin 6,
2008,Four plus bed,Apartment,"Milltown, Dublin 6",
2008,Four plus bed,Apartment,"Ranelagh, Dublin 6",
2008,Four plus bed,Apartment,Dublin 14,
2008,Four plus bed,Apartment,"Churchtown, Dublin 14",
2008,Four plus bed,Apartment,Dublin 16,
2008,Four plus bed,Apartment,"Dundrum, Dublin 16",
2008,Four plus bed,Apartment,Dublin 18,
2008,Four plus bed,Apartment,"Cabinteely, Dublin 18",
2008,Four plus bed,Apartment,"Carrickmines, Dublin 18",
2008,Four plus bed,Apartment,"Leopardstown, Dublin 18",
2008,Four plus bed,Apartment,"Sandyford, Dublin 18",
2008,Four plus bed,Other flats,Dublin,1396.47
2008,Four plus bed,Other flats,"Shankill, Dublin",
2008,Four plus bed,Other flats,"Stillorgan, Dublin",
2008,Four plus bed,Other flats,Dublin 2,
2008,Four plus bed,Other flats,"Charlemont Street, Dublin 2",
2008,Four plus bed,Other flats,Dublin 6,
2008,Four plus bed,Other flats,"Milltown, Dublin 6",
2008,Four plus bed,Other flats,"Ranelagh, Dublin 6",
2008,Four plus bed,Other flats,Dublin 14,
2008,Four plus bed,Other flats,"Churchtown, Dublin 14",
2008,Four plus bed,Other flats,Dublin 16,
2008,Four plus bed,Other flats,"Dundrum, Dublin 16",
2008,Four plus bed,Other flats,Dublin 18,
2008,Four plus bed,Other flats,"Cabinteely, Dublin 18",
2008,Four plus bed,Other flats,"Carrickmines, Dublin 18",
2008,Four plus bed,Other flats,"Leopardstown, Dublin 18",
2008,Four plus bed,Other flats,"Sandyford, Dublin 18",
2009,All bedrooms,All property types,Dublin,1157.72
2009,All bedrooms,All property types,"Shankill, Dublin",1238.71
2009,All bedrooms,All property types,"Stillorgan, Dublin",1419.23
2009,All bedrooms,All property types,Dublin 2,1300.05
2009,All bedrooms,All property types,"Charlemont Street, Dublin 2",1366.88
2009,All bedrooms,All property types,Dublin 6,1073.83
2009,All bedrooms,All property types,"Milltown, Dublin 6",1417.4
2009,All bedrooms,All property types,"Ranelagh, Dublin 6",1167.08
2009,All bedrooms,All property types,Dublin 14,1401.06
2009,All bedrooms,All property types,"Churchtown, Dublin 14",1476.01
2009,All bedrooms,All property types,Dublin 16,1302.34
2009,All bedrooms,All property types,"Dundrum, Dublin 16",1372.24
2009,All bedrooms,All property types,Dublin 18,1343.78
2009,All bedrooms,All property types,"Cabinteely, Dublin 18",1299.62
2009,All bedrooms,All property types,"Carrickmines, Dublin 18",1337.64
2009,All bedrooms,All property types,"Leopardstown, Dublin 18",1394.18
2009,All bedrooms,All property types,"Sandyford, Dublin 18",1293.2
2009,All bedrooms,Detached house,Dublin,1621.59
2009,All bedrooms,Detached house,"Shankill, Dublin",
2009,All bedrooms,Detached house,"Stillorgan, Dublin",1834.72
2009,All bedrooms,Detached house,Dublin 2,
2009,All bedrooms,Detached house,"Charlemont Street, Dublin 2",
2009,All bedrooms,Detached house,Dublin 6,1876.15
2009,All bedrooms,Detached house,"Milltown, Dublin 6",
2009,All bedrooms,Detached house,"Ranelagh, Dublin 6",
2009,All bedrooms,Detached house,Dublin 14,1869.9
2009,All bedrooms,Detached house,"Churchtown, Dublin 14",
2009,All bedrooms,Detached house,Dublin 16,1579.07
2009,All bedrooms,Detached house,"Dundrum, Dublin 16",1811.33
2009,All bedrooms,Detached house,Dublin 18,1920.46
2009,All bedrooms,Detached house,"Cabinteely, Dublin 18",1866.88
2009,All bedrooms,Detached house,"Carrickmines, Dublin 18",
2009,All bedrooms,Detached house,"Leopardstown, Dublin 18",
2009,All bedrooms,Detached house,"Sandyford, Dublin 18",
2009,All bedrooms,Semi detached house,Dublin,1298.32
2009,All bedrooms,Semi detached house,"Shankill, Dublin",1330.81
2009,All bedrooms,Semi detached house,"Stillorgan, Dublin",1563.82
2009,All bedrooms,Semi detached house,Dublin 2,1506.03
2009,All bedrooms,Semi detached house,"Charlemont Street, Dublin 2",
2009,All bedrooms,Semi detached house,Dublin 6,1509.71
2009,All bedrooms,Semi detached house,"Milltown, Dublin 6",1636.19
2009,All bedrooms,Semi detached house,"Ranelagh, Dublin 6",1711.2
2009,All bedrooms,Semi detached house,Dublin 14,1597.97
2009,All bedrooms,Semi detached house,"Churchtown, Dublin 14",1557.09
2009,All bedrooms,Semi detached house,Dublin 16,1351.42
2009,All bedrooms,Semi detached house,"Dundrum, Dublin 16",1565.08
2009,All bedrooms,Semi detached house,Dublin 18,1484.28
2009,All bedrooms,Semi detached house,"Cabinteely, Dublin 18",1396.15
2009,All bedrooms,Semi detached house,"Carrickmines, Dublin 18",
2009,All bedrooms,Semi detached house,"Leopardstown, Dublin 18",1424.05
2009,All bedrooms,Semi detached house,"Sandyford, Dublin 18",1396.11
2009,All bedrooms,Terrace house,Dublin,1257.82
2009,All bedrooms,Terrace house,"Shankill, Dublin",
2009,All bedrooms,Terrace house,"Stillorgan, Dublin",1486.3
2009,All bedrooms,Terrace house,Dublin 2,1947.12
2009,All bedrooms,Terrace house,"Charlemont Street, Dublin 2",
2009,All bedrooms,Terrace house,Dublin 6,1590.16
2009,All bedrooms,Terrace house,"Milltown, Dublin 6",1518.53
2009,All bedrooms,Terrace house,"Ranelagh, Dublin 6",1819.02
2009,All bedrooms,Terrace house,Dublin 14,1424.38
2009,All bedrooms,Terrace house,"Churchtown, Dublin 14",1453.64
2009,All bedrooms,Terrace house,Dublin 16,1287.9
2009,All bedrooms,Terrace house,"Dundrum, Dublin 16",1418.86
2009,All bedrooms,Terrace house,Dublin 18,1445.5
2009,All bedrooms,Terrace house,"Cabinteely, Dublin 18",
2009,All bedrooms,Terrace house,"Carrickmines, Dublin 18",
2009,All bedrooms,Terrace house,"Leopardstown, Dublin 18",
2009,All bedrooms,Terrace house,"Sandyford, Dublin 18",1351.32
2009,All bedrooms,Apartment,Dublin,1137.17
2009,All bedrooms,Apartment,"Shankill, Dublin",1082.6
2009,All bedrooms,Apartment,"Stillorgan, Dublin",1311.4
2009,All bedrooms,Apartment,Dublin 2,1304.41
2009,All bedrooms,Apartment,"Charlemont Street, Dublin 2",1364.33
2009,All bedrooms,Apartment,Dublin 6,1112.98
2009,All bedrooms,Apartment,"Milltown, Dublin 6",1351.58
2009,All bedrooms,Apartment,"Ranelagh, Dublin 6",1074.65
2009,All bedrooms,Apartment,Dublin 14,1255.27
2009,All bedrooms,Apartment,"Churchtown, Dublin 14",1213.75
2009,All bedrooms,Apartment,Dublin 16,1225.91
2009,All bedrooms,Apartment,"Dundrum, Dublin 16",1301.79
2009,All bedrooms,Apartment,Dublin 18,1249.72
2009,All bedrooms,Apartment,"Cabinteely, Dublin 18",1207.75
2009,All bedrooms,Apartment,"Carrickmines, Dublin 18",1229.25
2009,All bedrooms,Apartment,"Leopardstown, Dublin 18",1272.46
2009,All bedrooms,Apartment,"Sandyford, Dublin 18",1273.45
2009,All bedrooms,Other flats,Dublin,724.96
2009,All bedrooms,Other flats,"Shankill, Dublin",
2009,All bedrooms,Other flats,"Stillorgan, Dublin",
2009,All bedrooms,Other flats,Dublin 2,873.19
2009,All bedrooms,Other flats,"Charlemont Street, Dublin 2",
2009,All bedrooms,Other flats,Dublin 6,718.51
2009,All bedrooms,Other flats,"Milltown, Dublin 6",
2009,All bedrooms,Other flats,"Ranelagh, Dublin 6",719.86
2009,All bedrooms,Other flats,Dublin 14,967.83
2009,All bedrooms,Other flats,"Churchtown, Dublin 14",
2009,All bedrooms,Other flats,Dublin 16,
2009,All bedrooms,Other flats,"Dundrum, Dublin 16",
2009,All bedrooms,Other flats,Dublin 18,
2009,All bedrooms,Other flats,"Cabinteely, Dublin 18",
2009,All bedrooms,Other flats,"Carrickmines, Dublin 18",
2009,All bedrooms,Other flats,"Leopardstown, Dublin 18",
2009,All bedrooms,Other flats,"Sandyford, Dublin 18",
2009,One bed,All property types,Dublin,848.8
2009,One bed,All property types,"Shankill, Dublin",
2009,One bed,All property types,"Stillorgan, Dublin",1067.39
2009,One bed,All property types,Dublin 2,1031.31
2009,One bed,All property types,"Charlemont Street, Dublin 2",
2009,One bed,All property types,Dublin 6,747.62
2009,One bed,All property types,"Milltown, Dublin 6",1114.62
2009,One bed,All property types,"Ranelagh, Dublin 6",750.05
2009,One bed,All property types,Dublin 14,1010.09
2009,One bed,All property types,"Churchtown, Dublin 14",
2009,One bed,All property types,Dublin 16,951.88
2009,One bed,All property types,"Dundrum, Dublin 16",1057.85
2009,One bed,All property types,Dublin 18,1037.98
2009,One bed,All property types,"Cabinteely, Dublin 18",1030.38
2009,One bed,All property types,"Carrickmines, Dublin 18",
2009,One bed,All property types,"Leopardstown, Dublin 18",
2009,One bed,All property types,"Sandyford, Dublin 18",1054.62
2009,One bed,Detached house,Dublin,971.85
2009,One bed,Detached house,"Shankill, Dublin",
2009,One bed,Detached house,"Stillorgan, Dublin",
